"id","name","corporation","registed_capital","status","province","city","district","company_type","industry","USCC","TIN","registed_num","location","business","birth_date_std"
"40bdcb80-da44-11f0-87c4-00ffed46c27d","芜湖罗西广告传媒有限公司","罗思","2000000","存续","安徽省","芜湖市","鸠江区","有限责任公司(自然人独资)","建筑装饰、装修和其他建筑业","91340207MA2TBB525W","91340207MA2TBB525W","340207000087892","安徽省芜湖市鸠江区褐山花苑42幢2202(申报承诺）","一般项目：广告设计、代理；广告制作；广告发布；平面设计；图文设计制作；市场营销策划；会议及展览服务；建筑装饰材料销售；日用百货销售；建筑材料销售；工艺美术品及礼仪用品销售（象牙及其制品除外）；家用电器安装服务；交通及公共管理用金属标牌制造；交通及公共管理用标牌销售；园林绿化工程施工；企业形象策划；项目策划与公关服务；信息技术咨询服务；办公用品销售；办公设备耗材销售；花卉绿植租借与代管理；花卉种植；礼品花卉销售；城市绿化管理；专业设计服务；软件开发；电子产品销售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；技术进出口；进出口代理；货物进出口；消防器材销售；安防设备销售；物联网设备销售；数字视频监控系统销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：建设工程施工（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）","17/12/2018"
"40bf019d-da44-11f0-87c4-00ffed46c27d","安徽海纳信息科技有限公司","郭振","5000000","存续","安徽省","宿州市","","有限责任公司(自然人投资或控股)","软件和信息技术服务业","91341300MA2MTHUL8L","91341300MA2MTHUL8L","341391000008541","宿州市高新技术产业开发区拱辰路8号","计算机软硬件及技术服务；信息系统集成；安防监控系统、网络工程、电子LED显示屏、数字化会议及广播视频系统、环保设备研发及销售、施工与技术服务；电子产品、仪器仪表、体育器材、办公设备、家具、标识标牌、家用电器、通讯产品（不含地面卫星接收设备）、日用百货；专业音响施工及技术服务、警用设备、保安器材、一类医疗器械销售(依法须经相关部门批准的项目,经批准后方可开展经营活动) 。","3/3/2016"
"40bf04f4-da44-11f0-87c4-00ffed46c27d","舒兰市健鑫水稻种植专业合作社","赵健","2430000","存续","吉林省","吉林市","舒兰市","农民专业合作社","农业","932202830540590088","932202830540590088","220283NA000325X","舒兰市平安镇F区","组织本社成员开展水稻种植；引进新技术、新品种；为本社成员购买水稻种植所需生产资料。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","24/5/2012"
"40bf0621-da44-11f0-87c4-00ffed46c27d","淮南市理想宏图电子科技有限公司","魏长永","2000000","存续","安徽省","淮南市","田家庵区","有限责任公司(自然人投资或控股)","软件和信息技术服务业","91340400052915835N","91340400052915835N","340400000109314","淮南市田家庵区朝阳街道鑫诚花园3栋138号","许可经营项目：无。一般经营项目：计算机软件开发，信息系统集成，计算机软硬件、办公自动化设备、监控设备、网络设备、机电设备、办公用品及耗材的销售，网站建设及维护。","22/8/2012"
"40bf0795-da44-11f0-87c4-00ffed46c27d","舒兰市宝丰水稻种植专业合作社","张军贤","4200000","存续","吉林省","吉林市","舒兰市","农民专业合作社","农业","93220283569988359J","93220283569988359J","220283NA000216X","舒兰市平安镇内D区","组织本社成员开展水稻种植、销售；为本社成员购买水稻种植所需生产资料。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","19/4/2011"
"40bf08d3-da44-11f0-87c4-00ffed46c27d","合肥徽屹隆商贸有限公司","苏婷","1000000","存续","安徽省","合肥市","瑶海区","有限责任公司(自然人投资或控股)","批发业","91340102MA2UMYXK4F","91340102MA2UMYXK4F","340102000303647","安徽省合肥市瑶海区站前路中绿广场二期商3207室","文具用品批发（含互联网批发）；办公用品批发（含互联网批发）；体育用品器材批发（含互联网批发）；日用品批发（含互联网批发）；家具家居用品批发（含互联网批发）；厨具卫具及日用杂品批发（含互联网批发）；家用电器及电子产品零售(含互联网零售)；家具批发（含互联网批发）；计算机、通信及电子办公设备零售(含互联网零售)；首饰、工艺品及收藏品（不含文物）批发（含互联网批发）；橡胶制品批发（含互联网批发）；塑料制品批发（含互联网批发）；金属制品批发（含互联网批发）；消防金属制品批发（含互联网批发）；劳保用品销售(含互联网销售)；空气净化器批发（含互联网批发）；第一类医疗器械批发（含互联网批发）；第二类医疗器械批发（含互联网批发）；建筑材料、装饰材料（除危险品）、五金交电、电线电缆、机电设备销售(含互联网销售)；预包装食品零售(含互联网零售)；电子商务信息咨询；一般商品展销服务；企业管理咨询；室内外装饰装修工程；广告设计、制作、发布、代理（依法须经批准的项目，经相关部门批准后方可开展经营活动）","14/4/2020"
"40bf0b7f-da44-11f0-87c4-00ffed46c27d","安徽德客隆酒店用品有限公司","张明明","12880000","存续","安徽省","合肥市","瑶海区","有限责任公司(自然人独资)","金属制品业","91340122MA2NM6WU70","91340122MA2NM6WU70","340122000161474","合肥市瑶海区东大街277号闽商国贸中心1幢2幢22221","酒店用品、餐具、家具、标识标牌、电器设备、日用百货、五金交电、电子产品、通风设备、制冷设备、食品加工设备、服装、家居用品、消防产品、劳保用品、卫浴洁具、办公用品、布艺制品、木制品、塑料制品、金属制品、清洁用品及设备、玻璃器皿、厨房设备、厨具、农副产品、预包装食品、散装食品销售；蔬菜、水果种植、销售；水产品养殖、销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","19/5/2017"
"40bf0d17-da44-11f0-87c4-00ffed46c27d","合肥盈拓成电子科技有限公司","周恒英","1000000","存续","安徽省","合肥市","蜀山区","有限责任公司(自然人投资或控股)","科技推广和应用服务业","91340100MA2N9CX548","91340100MA2N9CX548","340100001858706","合肥市蜀山区长江西路3号春天大厦2401室","电子产品研发；计算机软硬件销售及相关网络维护保养；综合布线工程安装；智能化集成管理系统安装及销售；计算机及网络设备、多功能会议室音响广播灯光设备、网络安全管理设备、服务器及存储备份设备、办公用品设备、数码电子设备、数字家电及智能家居设备、安防监控设备批发及零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","19/12/2016"
"40bf0e73-da44-11f0-87c4-00ffed46c27d","舒兰市富强有机水稻种植专业合作社","高志有","11980000","注销","吉林省","吉林市","舒兰市","农民专业合作社","农业","93220283696124609D","93220283696124609D","220283NA000061X","舒兰市莲花乡东大村四社","组织本社成员开展水稻种植、销售；为本社成员购买生产资料；开展水稻种植技术培训、咨询与服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","27/11/2009"
"40bf0fa6-da44-11f0-87c4-00ffed46c27d","合肥市百益通商贸有限公司","吴利","1000000","存续","安徽省","合肥市","","有限责任公司(自然人投资或控股)","批发业","91340100MA8QR1ND8U","91340100MA8QR1ND8U","","合肥市新站区通宝路与修竹路交口新店雅苑C区6栋902室","一般项目：办公用品销售；文具用品批发；文具用品零售；体育用品及器材零售；日用百货销售；家用电器销售；气体、液体分离及纯净设备销售；家具销售；化妆品零售；服装服饰批发；工艺美术品及礼仪用品销售（象牙及其制品除外）；鞋帽批发；通讯设备销售；农副产品销售；汽车零配件零售；建筑材料销售；建筑装饰材料销售；五金产品批发；电线、电缆经营；医护人员防护用品零售；第一类医疗器械销售；第二类医疗器械销售；园林绿化工程施工；市政设施管理；礼品花卉销售；新鲜蔬菜批发；新鲜水果批发；防火封堵材料销售；3D打印基础材料销售；信息安全设备销售；物业管理；家政服务；音响设备销售；广告设计、代理；平面设计；项目策划与公关服务；食用农产品零售；食品销售（仅销售预包装食品）；房地产经纪；塑料制品销售；房屋拆迁服务；劳务服务（不含劳务派遣）；数字视频监控系统销售；市场营销策划；金属结构销售；电子产品销售；集装箱销售；劳动保护用品销售；商业综合体管理服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：公路管理与养护；建设工程施工；建筑智能化系统设计；食品销售；酒类经营；药品零售（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）","27/7/2023"
"40bf129e-da44-11f0-87c4-00ffed46c27d","泰州振昌工业废渣综合利用有限责任公司","崔根娣","600000000","存续","江苏省","泰州市","姜堰区","有限责任公司(自然人投资或控股)","废弃资源综合利用业","91321204553812287A","91321204553812287A","321284000089055","泰州市姜堰区俞垛镇俞垛大道1号","利用工业废渣生产、销售高活性水渣微粉、冶金渣混凝土砖、冶金渣混凝土蒸压加气砌块及其副产品金属铁和钢坯。（依法须经批准的项目，经相关部门批准后方可开展经营活动）许可项目：港口经营；港口货物装卸搬运活动（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）一般项目：普通货物仓储服务（不含危险化学品等需许可审批的项目）（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）","15/4/2010"
"40bf13a3-da44-11f0-87c4-00ffed46c27d","宿州墨白图书有限公司","李亮","600000","存续","安徽省","宿州市","灵璧县","有限责任公司(自然人投资或控股)","新闻和出版业","91341323MA8N6R5K4B","91341323MA8N6R5K4B","341323000190949","安徽省宿州市灵璧县灵城镇新天地商业街6栋13层","一般项目：图书出租；图书管理服务；文具用品零售；办公用品销售；纸制品制造；纸制品销售；互联网销售（除销售需要许可的商品）；艺术品代理；组织文化艺术交流活动；工艺美术品及礼仪用品制造（象牙及其制品除外）；金银制品销售；颜料销售；数字文化创意技术装备销售；工艺美术品及礼仪用品销售（象牙及其制品除外）；文艺创作；产业用纺织制成品销售；非物质文化遗产保护；办公设备耗材销售；日用百货销售；工艺美术品及收藏品批发（象牙及其制品除外）；平面设计；图文设计制作；教学用模型及教具销售；会议及展览服务；茶具销售；竹制品销售；竹制品制造（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：出版物零售（依法须经批准的项目，经相关部门批准后方可开展经营活动）","10/9/2021"
"40bf1533-da44-11f0-87c4-00ffed46c27d","湖北生峰农业发展有限公司","李相兵","10000000","存续","湖北省","黄冈市","红安县","其他有限责任公司","农业","9142112232605464X3","9142112232605464X3","421122000054666","红安县杏花乡九龙小区","农作物种植、销售；农产品加工及销售；鸡、鸭、生猪、牛、淡水鱼养殖、销售；花木、苗木 、蔬菜、果树种植与销售；农业观光项目的开发；乡村观光旅游项目的开发；农业科技技术服务；农机销售；餐饮、住宿服务；土特产销售。（涉及许可经营项目，应取得相关部门许可后方可经营）","7/7/2015"
"40bf1655-da44-11f0-87c4-00ffed46c27d","四川金粟生态科技开发有限公司","曾异智","1000000","吊销，已注销","四川省","阿坝藏族羌族自治州","马尔康市","有限责任公司(自然人投资或控股)","农业","","","513229000002204","马尔康县脚木足农场","中药材、经济农作物的应用新技术研发及种植(需取得前置许可的除外)；地产农副产品加工销售。","8/8/2006"
"40bf1725-da44-11f0-87c4-00ffed46c27d","重庆市万州区钟溪河大鲵养殖有限公司","郎忠斌","1000000","注销","重庆市","","万州区","有限责任公司(自然人独资)","渔业","915001010949401316","915001010949401316","500101000474637","重庆市万州区枣园桑茧站","水产养殖（不含水产苗种）。","11/3/2014"
"40bf1b79-da44-11f0-87c4-00ffed46c27d","安徽乐喝茶叶有限公司","王先琴","5000000","存续","安徽省","合肥市","蜀山区","有限责任公司(自然人投资或控股)","酒、饮料和精制茶制造业","91340100MA2NRAQH09","91340100MA2NRAQH09","340100002013688","合肥市蜀山区潜山路399号汉嘉·都市森林E5幢803","茶叶、代用茶、茶具、茶叶加工机械、玻璃制品、包装材料、农副产品、预包装兼散装食品批发、零售（含网上）；电子商务信息咨询；茶叶、代用茶、农副产品分装服务；茶叶种植。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","5/7/2017"
"40bf1ddd-da44-11f0-87c4-00ffed46c27d","合肥网趣文化传播有限公司","赵莉","5000000","存续","安徽省","合肥市","","有限责任公司(自然人投资或控股)","娱乐业","91340100399756378Y","91340100399756378Y","340100001000889","合肥市新站区皇藏峪路与玉石山路交口安徽利华塑业科技有限公司4号楼四楼","一般项目：市场营销策划；企业管理咨询；服装服饰零售；玩具销售；电子产品销售；文具用品零售；日用百货销售；教学用模型及教具销售；体育用品及器材零售；地板销售；办公设备销售；软件销售；劳动保护用品销售；业务培训（不含教育培训、职业技能培训等需取得许可的培训）；针纺织品销售；仪器仪表销售；电子专用设备销售；数字视频监控系统销售；家具销售；建筑材料销售；箱包销售；厨具卫具及日用杂品零售；办公用品销售；园林绿化工程施工；体育场地设施工程施工；土石方工程施工；计算机软硬件及辅助设备零售；计算机及办公设备维修；乐器零售；专业设计服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：出版物批发；出版物零售；出版物互联网销售（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）","29/5/2014"
"40bf1edb-da44-11f0-87c4-00ffed46c27d","安徽沁华商贸有限公司","修芳","10000000","存续","安徽省","合肥市","蜀山区","有限责任公司(自然人投资或控股)","批发业","91340104MA2T7K6F0T","91340104MA2T7K6F0T","340104000240896","安徽省合肥市蜀山区望江路60号合力家园1村32栋108室","一般项目：电子专用设备销售；电力电子元器件销售；机械设备销售；办公设备销售；办公设备耗材销售；通讯设备销售；移动通信设备销售；电气设备销售；照明器具销售；电线、电缆经营；五金产品零售；照相机及器材销售；体育用品及器材零售；日用百货销售；针纺织品销售；家用电器销售；家具销售；劳动保护用品销售；汽车零配件零售；汽车旧车销售；建筑材料销售；化工产品销售（不含许可类化工产品）；保健食品（预包装）销售；食品销售（仅销售预包装食品）；互联网销售（除销售需要许可的商品）；软件销售；电子产品销售；计算器设备销售；平面设计；母婴用品销售；图文设计制作；市场营销策划；农副产品销售；初级农产品收购；第二类医疗器械销售；第一类医疗器械销售；卫生用品和一次性使用医疗用品销售；医护人员防护用品零售；医用口罩零售；医护人员防护用品批发（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：烟草制品零售（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）","9/11/2018"
"40bf205c-da44-11f0-87c4-00ffed46c27d","合肥达斯辉机电设备有限公司","李桂玲","1000000","存续","安徽省","合肥市","瑶海区","有限责任公司（自然人投资或控股的法人独资）","零售业","91340100MA2TADCW5U","91340100MA2TADCW5U","340108000231571","合肥市新站区铜陵路北路与扶疏路交口阳光汇景18栋1203室","机械设备、机电产品、仪器仪表、金属材料、计算机软硬件、教学仪器、3D打印设备，教学仿真软件、办公设备、工业自动化机械设备、数控机械设备、工业智能机器人、物流自动化机械设备、汽车配件、五金工具销售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）；信息系统软件开发及相关技术咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","6/12/2018"
"40bf20f4-da44-11f0-87c4-00ffed46c27d","桦甸市辛源林下参种植专业合作社","辛欠国","2160000","存续","吉林省","吉林市","桦甸市","农民专业合作社","农业","93220282340048158W","93220282340048158W","220282NA000564X","吉林省桦甸市夹皮沟镇东兴村","（一）林下参种植；（二）组织采购成员所需的生产资料和销售成员种植的产品；（三）引进新技术、新品种，开展与种植经营有关的技术服务和咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","17/9/2015"
"40bf2178-da44-11f0-87c4-00ffed46c27d","湖北宇杰药材种植专业合作社","肖大勇","5000000","存续","湖北省","荆州市","公安县","农民专业合作社","农业","93421022309818695K","93421022309818695K","421022NA000557X","公安县夹竹园镇桥岭村","以本社成员为主要服务对象，从事中药材（国家限制或禁止的品种除外）、水稻、花卉苗木种植、水产品（不含种苗）养殖、销信；开展与农作物（国家限制或禁止的品种除外）种植、水产品（不含种苗）养殖经营相关的技术交流及信息咨询服务。","19/12/2014"
"40bf226b-da44-11f0-87c4-00ffed46c27d","安徽时网信息技术有限公司","茆玲康","5000000","存续","安徽省","合肥市","蜀山区","有限责任公司(自然人投资或控股)","软件和信息技术服务业","91340104MA8N7B3185","91340104MA8N7B3185","340104000899700","安徽省合肥市蜀山区花峰路1201号跨境电商产业园三期3幢GF区4层G1255号","一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；信息技术咨询服务；信息系统集成服务；计算机系统服务；软件开发；住房租赁；计算机软硬件及辅助设备批发；化工产品销售（不含许可类化工产品）；仪器仪表销售；办公用品销售；工艺美术品及收藏品批发（象牙及其制品除外）；家用电器销售；电子产品销售；汽车零配件批发；农副产品销售；建筑装饰材料销售；安防设备销售；智能仪器仪表销售；照相机及器材销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：建筑智能化系统设计；住宅室内装饰装修（依法须经批准的项目，经相关部门批准后方可开展经营活动）","15/9/2021"
"40bf5342-da44-11f0-87c4-00ffed46c27d","桦甸市红石镇生辉人参种植专业合作社","段崇宝","4220000","存续","吉林省","吉林市","桦甸市","农民专业合作社","农业","93220282340045491N","93220282340045491N","220282NA000558X","吉林省桦甸市红石镇小红石村","（一）人参种植；（二）组织采购成员所需的生产资料和销售成员种植的产品；（三）引进新技术新品种，开展与成员种植经营有关的技术服务和咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","1/9/2015"
"40bf558f-da44-11f0-87c4-00ffed46c27d","蛟河市漂河镇东升山参专业合作社","常玉发","15000000","注销","吉林省","吉林市","蛟河市","农民专业合作社","农业","93220281307907395Q","93220281307907395Q","220281NA000452X","吉林省蛟河市漂河镇东升村小盘屯","组织收购、销售成员种植的山参；为成员引进和推广新技术、新品种；开展技术培训、技术交流和信息咨询服务（法律、法规和国务院决定禁止的，不得经营；许可经营项目凭有效许可证或批准文件经营；一般经营项目可自主选择经营）（依法须经批准的项目，经相关部门批准后方可开展经营活动）","10/6/2014"
"40bf5636-da44-11f0-87c4-00ffed46c27d","重庆钜鑫华尔实业有限公司","董冠辰","3000000","吊销，未注销","重庆市","","渝中区","有限责任公司","娱乐业","","","20283715","渝中区邹容路82号附1号","（无） 舞会，歌舞表演，零售小吃。","14/1/1997"
"40bf5709-da44-11f0-87c4-00ffed46c27d","安徽民旎商贸有限公司","孙明健","5000000","存续","安徽省","合肥市","瑶海区","有限责任公司(自然人独资)","批发业","91340102MA8NN40H89","91340102MA8NN40H89","340102000560351","安徽省合肥市瑶海区长江东路8号琥珀名城和园12幢1408","一般项目：文具用品批发；文具用品零售；办公用品销售；纸制品销售；互联网销售（除销售需要许可的商品）；体育用品及器材批发；日用品批发；日用品销售；塑料制品销售；日用杂品销售；计算机软硬件及辅助设备批发；工艺美术品及收藏品批发（象牙及其制品除外）；家具销售；厨具卫具及日用杂品批发；劳动保护用品销售；办公设备销售；通讯设备销售；电子产品销售；仪器仪表销售；橡胶制品销售；服装辅料销售；鞋帽零售；个人卫生用品销售；食品用洗涤剂销售；日用百货销售；母婴用品销售；食品互联网销售（仅销售预包装食品）；家居用品销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","9/2/2022"
"40bf57c8-da44-11f0-87c4-00ffed46c27d","合肥斌鼎商贸有限公司","张斌","2000000","存续","安徽省","合肥市","蜀山区","有限责任公司(自然人独资)","批发业","91340104MA2TB1E84A","91340104MA2TB1E84A","340104000264675","安徽省合肥市蜀山区岳西路31号经典雅苑4幢101室","计算机设备及软件、办公设备、农副食品、图书档案设备、机械设备、电气设备、通信设备、影视设备、仪器仪表、计量标准器具及量具、衡器、印刷机械、医疗设备、货币处理专用设备、文艺设备、体育设备、娱乐设备、厨卫用具、家具及零配件、服装、家用电器、纸及纸制品、印刷品及用品、图书、办公用品及耗材、颜料、文教用品、清洁用品、日化用品、预包装食品、盐、茶叶、橡胶制品、塑料制品、玻璃及其制品、陶瓷制品、垃圾容器、建筑材料、五金交电、水暖器材、服装鞋帽、劳保用品、日用百货销售；图文广告设计、制作、代理、发布；广告材料销售与租赁；装饰工程；亮化工程。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","13/12/2018"
"40bf58ed-da44-11f0-87c4-00ffed46c27d","安徽日日顺物流服务有限公司","孙敏","2000000","存续","安徽省","合肥市","蜀山区","有限责任公司(自然人投资或控股)","道路运输业","91340321080301697M","91340321080301697M","340321000046379","中国（安徽）自由贸易试验区合肥片区湖光路自主创新产业基地三期（南区）B座21421","道路普通货物运输；货物装卸搬运与配送、物流信息咨询、仓储及相关信息咨询、经济信息咨询、房地产信息咨询、人力资源信息咨询、互联网信息、计算机技术服务；文化艺术交流、展览展示、会务服务；家具、家电、电脑维修安装服务；印刷、打字复印、机械设备租赁服务；广告设计、制作、发布、代理；日用百货、服装鞋帽、针纺织品、文体用品、钟表眼镜、五金交电、厨卫用品、家用电器、商用空调、电脑及软硬件、电子产品、工艺品、家具、课桌椅、花卉、电动车、汽车配件、金属材料、建筑材料、消防器材、机电设备、教学设备、办公设备及用品、多媒体设备、录播室设备、净水设备、图书报刊、预包装食品、化工产品（除违禁品）、酒店用品、保温防水材料、不锈钢制品、纸制品、通讯设备、玩具、塑胶地板销售；体育场地、教学室、电子显示屏安装与施工；一类医疗器械、二类医疗器械经营销售（依法须经批准的项目，经相关部门批准后方可开展经营活动）","10/10/2013"
"40bf5990-da44-11f0-87c4-00ffed46c27d","吉林市百园食用菌专业合作社","林一非","2100000","注销","吉林省","吉林市","蛟河市","农民专业合作社","农业","932202816910358930","932202816910358930","220281NA000062X","蛟河市黄松甸镇沙河掌村中心屯","组织收购、加工、销售成员种植的食用菌（全国工业产品生产许可证：有效期限至2014年07月28日止）；为成员引进和推广新技术、新品种；开展技术培训、技术交流和信息咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","24/8/2009"
"40bf5a61-da44-11f0-87c4-00ffed46c27d","郎溪县伍拓电子贸易有限公司","黄伍军","500000","存续","安徽省","宣城市","郎溪县","有限责任公司(自然人投资或控股)","批发业","91341821MA2NYK3861","91341821MA2NYK3861","341821000089639","郎溪县建平镇金厦商住小区B幢29号","计算机及其配件、计算机软件、办公设备及耗材、通讯设备、办公用品的销售；电脑维修；数码产品、电子产品、家用电器销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）**","30/8/2017"
"40bf5af0-da44-11f0-87c4-00ffed46c27d","磐石市明城镇新马种植养殖专业合作社","李多实","3690000","注销","吉林省","吉林市","磐石市","农民专业合作经济组织","农业","93220284339991202Q","93220284339991202Q","220284NA002110X","磐石市明城镇永兴村小猪腰岭屯","（一）组织成员开展谷物种植、牲畜及家禽饲养活动，销售成员生产的产品。（二）组织采购、供应成员所需生产资料。（三）引进新技术、新品种，开展技术培训、技术交流和咨询服务。（四）化肥销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","15/6/2015"
"40bf5b91-da44-11f0-87c4-00ffed46c27d","重庆市宏泰仕达实业公司","甘崇志","1000000","吊销，未注销","重庆市","","渝中区","非公司企业法人（股份合作制）","汽车制造业","","","20292800","渝中区捍卫路３２号６楼","（无） 资金、技术、人才信息服务，销售电器机械及器材，五金，交电，化工（不含化学危险品），建筑材料，装饰材料，仪器仪表，摩托车及零部件，汽车零部件，通信器材（不含无线电发射设备和卫星地面接收设施），日用百货，农付产品，植物油，饮料，办公用机械。","10/5/1995"
"40bf5c5a-da44-11f0-87c4-00ffed46c27d","亳州市素缘商贸有限公司","姚情情","1000000","存续","安徽省","亳州市","谯城区","有限责任公司(自然人独资)","批发业","91341600MA8QUT5XX7","91341600MA8QUT5XX7","","安徽省亳州市谯城区十八里镇集佟营南路176号","许可项目：食品销售（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：日用百货销售；家用电器销售；游艺及娱乐用品销售；金属材料销售；第二类医疗器械销售；第一类医疗器械销售；橡胶制品销售；办公设备销售；消防器材销售；保健食品（预包装）销售；医用口罩零售；消毒剂销售（不含危险化学品）；卫生用品和一次性使用医疗用品销售；特种劳动防护用品销售；劳动保护用品销售；家具零配件销售；电线、电缆经营；家用电器零配件销售；食用农产品零售；针纺织品销售；鞋帽零售；服装服饰零售；化妆品零售；个人卫生用品销售；日用品销售；礼品花卉销售；钟表销售；眼镜销售（不含隐形眼镜）；箱包销售；体育用品及器材零售；文具用品零售；户外用品销售；工艺美术品及收藏品零售（象牙及其制品除外）；日用家电零售；计算机软硬件及辅助设备零售；五金产品零售；灯具销售；卫生洁具销售；家具销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","16/8/2023"
"40bf5d33-da44-11f0-87c4-00ffed46c27d","临沂青龙山农场有限公司","李驰","12800000","注销","山东省","临沂市","费县","有限责任公司(自然人投资或控股)","农业","91371325MA3D0FR587","91371325MA3D0FR587","371325200014461","山东省临沂市费县城区塑料厂家属院","果蔬种植；果品、蔬菜销售；金银花、连翘种植、销售；农产品加工、销售；畜禽养殖、销售；旅游产品、化肥销售；旅游休闲观光（依法须经批准的项目，经相关部门批准后方可开展经营活动）。","30/7/2015"
"40bf5dbe-da44-11f0-87c4-00ffed46c27d","宁国市现代办公设备有限公司","段琪国","1020000","存续","安徽省","宣城市","宁国市","有限责任公司(自然人独资)","软件和信息技术服务业","913418811534437774","913418811534437774","342502000011232","宁国市城东路锦宁花园11幢20032005室","计算机设备及软件、办公设备、机械设备、防盗监控器材、卫星定位设备、电子显示屏、灯光音响设备、图书档案设备、空调设备、电气设备、通信设备、广播电视设备、仪器仪表、测量计量设备、文艺设备、体育设备、娱乐设备、电器、家电、图书、家具用具、服装、针纺织品、检测设备、电子产品设备、教学用电教设备、实验室设备、办公家具、橡塑制品、纸制品及印刷品、办公消耗用品销售；系统集成工程、网络工程、装饰装修工程、安全技术防范工程、电子与智能化工程的设计及安装施工，电子信息领域内的技术开发、技术转让、技术咨询、技术服务；网站设计制作；办公设备租赁服务；电子设备维修和保养服务；广告设计制作发布；环境治理。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","3/9/1999"
"40bf5eb6-da44-11f0-87c4-00ffed46c27d","贵州华工工具注塑有限公司","幸祯勇","424950000","存续","贵州省","贵阳市","花溪区","有限责任公司(国有控股)","金属制品业","9152011166695736XP","9152011166695736XP","520111000211813","贵州省贵阳市花溪区贵筑社区桐木岭村","法律、法规、国务院决定规定禁止的不得经营；法律、法规、国务院决定规定应当许可（审批）的，经审批机关批准后凭许可（审批）文件经营;法律、法规、国务院决定规定无需许可（审批）的，市场主体自主选择经营。（生产、销售（在分支机构生产）：金属切削刀具及量具，汽车家电注塑零部件，机械加工零部件，各类模具，预应力构件，汽车配件；房地产开发；物流市场经营及服务；齿轮工程机械修理；齿轮工具修理，汽车美容装饰服务；文艺创作与表演，艺术品、工艺品创作、制作、生产加工及销售，房屋租赁，文化艺术品展览、展会活动、艺术培训，停车服务，餐饮、旅店、食品；许可经营项目：印刷（在取得许可证的分支机构经营）（依法须经批准的项目，经相关部门批准后方可开展经营活动））","21/9/2007"
"40bf5f4d-da44-11f0-87c4-00ffed46c27d","上海森沂供应链管理有限公司（曾用名：乐天（上海）食品有限公司）","成苗荣","666540000","存续","上海市","","金山区","有限责任公司(自然人投资或控股的法人独资)","食品制造业","91310000792743696Y","91310000792743696Y","310000400482145","上海市金山区亭林镇亭卫公路8811号","一般项目：供应链管理服务；物业管理；普通货物仓储服务（不含危险化学品等需许可审批的项目）；非居住房地产租赁；机械电气设备销售；机械设备租赁；企业管理咨询；信息咨询服务（不含许可类信息咨询服务）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）","12/9/2006"
"40bf6026-da44-11f0-87c4-00ffed46c27d","黄山市屯溪区新凯办公设备服务中心","张呈旻","20000","存续","安徽省","黄山市","屯溪区","个体工商户","金属制品、机械和设备修理业","92341002MA2NEK6L29","92341002MA2NEK6L29","341002600005555","安徽省黄山市屯溪区安东路14号","电脑、办公设备、监控设备零售，维修服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","23/10/2007"
